UserId,MovieId,Pred_rating
1,1172,2.61772421761
1,1405,2.22585698946
1,2193,2.8032088489
1,2968,2.55686095603
2,52,3.65800023909
2,144,3.3851410902
2,248,3.69916785535
2,314,4.47561445783
2,319,4.0189635261
2,370,3.3628889618
2,371,3.43260394466
2,372,3.55003173839
2,382,3.747233933
2,405,2.83113647807
2,485,3.21111362438
2,537,3.573566821
2,550,4.26093541739
2,616,3.85379554053
2,661,3.3599250946
2,720,3.52107498193
3,377,3.63209133261
3,592,3.41311868807
3,595,3.63369370993
3,736,3.41870802141
3,1197,3.82076213848
3,1721,3.54974513735
3,2716,3.5801218505
3,5349,3.53160413207
3,8636,3.45097688301
3,44191,3.85041513526
3,84236,3.625
4,185,3.79905381591
4,356,4.66543630755
4,357,4.42289235161
4,364,4.39379993785
4,410,4.04689485579
4,435,3.32322012643
4,440,4.40908724928
4,442,3.83622923739
4,588,4.37376941779
4,589,4.65322120589
4,594,4.4425266664
4,596,4.3481044881
4,610,4.09744190024
4,616,4.36728073973
4,919,4.73805194995
4,1022,4.19937475152
4,1028,4.5588995079
4,1032,4.29662473292
4,1033,4.37062886147
4,1282,4.59491676887
4,1334,3.80333817369
4,1372,3.73414538323
4,1580,4.3104089874
4,1858,3.31775659412
4,1967,4.4871417961
4,2033,4.26042353933
4,2078,4.63795085782
4,2081,4.33986957304
4,2085,4.04531774906
4,2087,4.32045188318
4,2094,3.71864524224
4,2096,4.4720268103
4,2102,4.63801966871
4,2124,4.12043958944
4,2141,4.12466334493
4,2454,4.10612314275
4,3034,4.47141602895
4,3108,4.34087530104
4,3255,4.47137803272
4,3263,4.38430168911
4,4006,4.38688973539
5,3,4.15791815413
5,39,3.91238866848
5,104,4.07232386022
5,788,4.0394422862
5,1247,3.73743650967
5,1485,4.37158693722
5,1544,4.12526328655
5,1777,3.81815661148
5,1997,4.17773079712
5,2770,4.05684577153
5,4018,4.19465281492
5,4025,4.69990069589
5,4447,4.29344438902
5,4718,4.23807207829
5,5266,4.19886397797
5,5995,3.60529972259
5,6373,4.26456542093
5,8376,3.94462075553
5,30749,3.6143826917
5,33679,3.88967311525
6,173,3.05234781088
6,1687,2.89760565088
6,2019,3.83701703068
6,2072,2.79996830514
6,2528,3.5709036007
6,2723,3.08307754591
6,3300,3.28002089612
6,4641,3.39987011916
6,4975,2.69700083039
7,260,4.07818813499
7,316,3.27515179085
7,377,3.46905138268
7,380,3.38971105453
7,480,3.49240487978
7,589,3.85315343644
7,1036,3.68145872042
7,1129,3.36765492959
7,1198,3.86857496951
7,1240,3.75817186941
7,1275,3.61901691277
7,1371,3.52867683201
7,1372,3.19623803666
7,1373,2.49538269101
7,1374,3.44623749666
7,1375,3.07145394342
7,1376,3.38922219091
7,1408,3.55842777317
8,32,4.11150118727
8,110,4.19798602921
8,1219,4.2421410055
8,1225,4.3549589864
8,1258,4.07896905798
8,1358,4.23245936673
8,1704,4.23997354147
8,1961,4.18685265135
8,2028,4.15237656793
8,2329,4.22259531854
8,2791,4.0324329548
8,2804,4.13185928991
8,2918,4.27884046554
8,3996,4.1039542117
8,5650,3.88886942189
8,8873,4.24008781454
8,8874,4.00112709831
8,33166,4.31731111927
8,40583,3.7980849646
8,40819,4.20417562982
8,42007,3.89130434783
8,43556,3.89130434783
8,43871,2.95058088807
8,44004,3.72575963011
9,1177,4.06330462447
9,1721,3.74577824169
9,2125,4.25630989634
9,2140,3.94022151326
9,2391,4.5123887368
9,2427,3.75875158594
9,2490,4.04225956477
9,2539,3.93970908474
9,2857,3.29478179199
10,592,3.60372739373
10,1101,3.61369320422
10,1127,3.77488912699
10,1210,4.06341755312
10,1220,4.05181261082
10,1240,4.01792927604
10,1291,4.00145860988
10,2406,3.79204070605
10,2410,3.4151147487
10,3019,4.36635183172
11,50,4.57654590716
11,778,4.45439265962
11,923,4.66823002047
11,1027,3.79517082864
11,1408,4.08627227891
11,2762,4.25927247245
11,5669,4.06627947093
11,26614,4.16323524107
12,253,2.94309557008
12,673,2.36586838452
12,736,2.80661450004
12,737,2.09220257948
12,1032,2.58051068542
12,2460,1.48044394843
12,2668,2.72096350611
12,3146,3.52899992323
12,3176,2.44831243659
12,3324,2.45681012864
12,3770,4.12940379404
12,3773,3.52570945825
12,3780,2.83333333333
13,47,3.98290206188
13,296,3.9857386021
13,527,4.25015381273
13,587,3.722404132
13,919,4.07180346445
13,1265,3.82477379659
13,2571,3.79978122177
13,4886,3.91891517379
13,4993,3.88427000468
13,58559,4.08165495819
13,64614,3.80624936901
14,2394,2.79702063773
14,2724,2.68964178784
14,3114,3.03060421829
14,3157,2.51158625991
15,371,2.59670948504
15,372,2.36165626916
15,429,1.92167335113
15,520,2.23372024713
15,913,3.37003351793
15,1100,1.66994094589
